episode,episode_steps,episode_reward,max_tile
1066,555,6216.0,512.0
1067,507,5136.0,512.0
1068,517,6632.0,512.0
1069,506,6888.0,512.0
1070,397,4944.0,512.0
1071,332,3004.0,256.0
1072,283,3076.0,256.0
1073,419,4848.0,512.0
1074,449,4632.0,512.0
1075,170,1308.0,128.0
1076,621,10300.0,1024.0
1077,334,3120.0,256.0
1078,307,3088.0,256.0
1079,200,2660.0,256.0
1080,358,3116.0,256.0
1081,377,5168.0,512.0
1082,616,7772.0,512.0
1083,570,7020.0,512.0
1084,357,3952.0,256.0
1085,539,6316.0,512.0
1086,509,5044.0,512.0
1087,356,3284.0,256.0
1088,759,6176.0,512.0
1089,292,3076.0,256.0
1090,670,5584.0,512.0
1091,842,8464.0,512.0
1092,585,5452.0,512.0
1093,507,6724.0,512.0
1094,561,7016.0,512.0
1095,131,1024.0,128.0
1096,764,5332.0,512.0
1097,318,2392.0,128.0
1098,293,3156.0,256.0
1099,573,4680.0,512.0
1100,249,3060.0,256.0
1101,218,1360.0,128.0
1102,478,5548.0,512.0
1103,710,7012.0,512.0
1104,312,3024.0,256.0
1105,274,1484.0,128.0
1106,401,5336.0,512.0
1107,553,5812.0,512.0
1108,319,2512.0,256.0
1109,337,3488.0,256.0
1110,453,2828.0,256.0
1111,386,5032.0,512.0
1112,370,3736.0,256.0
1113,442,4084.0,256.0
1114,376,5044.0,512.0
1115,103,992.0,128.0
1116,586,7384.0,512.0
1117,1003,12260.0,1024.0
1118,199,2364.0,256.0
1119,531,5892.0,512.0
1120,677,7620.0,512.0
1121,876,6788.0,512.0
1122,270,2060.0,128.0
1123,447,5896.0,512.0
1124,342,3420.0,256.0
1125,678,6928.0,512.0
1126,490,3724.0,256.0
1127,184,1648.0,128.0
1128,318,3264.0,256.0
1129,531,6740.0,512.0
1130,439,5324.0,512.0
1131,231,1976.0,128.0
1132,576,6904.0,512.0
1133,216,2052.0,128.0
1134,430,6292.0,512.0
1135,352,4552.0,512.0
1136,338,4656.0,512.0
1137,209,2368.0,256.0
1138,337,2844.0,256.0
1139,651,6892.0,512.0
1140,294,3628.0,256.0
1141,214,2380.0,256.0
1142,217,2540.0,256.0
1143,428,6208.0,512.0
1144,276,2716.0,256.0
1145,646,6400.0,512.0
1146,393,4860.0,512.0
1147,465,3004.0,256.0
1148,266,3136.0,256.0
1149,523,6608.0,512.0
1150,137,1016.0,128.0
1151,170,1596.0,128.0
1152,178,1380.0,128.0
1153,217,2384.0,256.0
1154,322,3052.0,256.0
1155,176,1604.0,128.0
1156,355,3608.0,256.0
1157,411,4880.0,512.0
1158,539,5412.0,512.0
1159,322,3068.0,256.0
1160,472,4620.0,512.0
1161,1081,6900.0,512.0
1162,613,5156.0,512.0
1163,176,1652.0,128.0
1164,312,3108.0,256.0
1165,467,5316.0,512.0
1166,365,5296.0,512.0
1167,276,3704.0,256.0
1168,563,7164.0,512.0
1169,367,3324.0,256.0
1170,422,4520.0,512.0
1171,211,1988.0,128.0
1172,552,8240.0,512.0
1173,342,2920.0,256.0
1174,369,3820.0,256.0
1175,377,3856.0,256.0
1176,477,6832.0,512.0
1177,466,6800.0,512.0
1178,436,5324.0,512.0
1179,358,5068.0,512.0
1180,445,5380.0,512.0
1181,541,6664.0,512.0
1182,192,1228.0,128.0
1183,152,1280.0,128.0
1184,325,2372.0,256.0
1185,292,3120.0,256.0
1186,346,3428.0,256.0
1187,744,5916.0,512.0
1188,405,3280.0,256.0
1189,247,2264.0,256.0
1190,221,2640.0,256.0
1191,380,5128.0,512.0
1192,360,2988.0,256.0
1193,331,3268.0,256.0
1194,288,2968.0,256.0
1195,450,5224.0,512.0
1196,344,3144.0,256.0
1197,476,5528.0,512.0
1198,583,5088.0,512.0
1199,589,6868.0,512.0
1200,685,3372.0,256.0
1201,448,5248.0,512.0
1202,206,2644.0,256.0
1203,426,5556.0,512.0
1204,323,4728.0,512.0
1205,411,4016.0,256.0
1206,236,2932.0,256.0
1207,195,1688.0,128.0
1208,927,7504.0,512.0
1209,305,2708.0,256.0
1210,498,5892.0,512.0
1211,301,2264.0,256.0
1212,637,6820.0,512.0
1213,633,6864.0,512.0
1214,453,6296.0,512.0
1215,271,3072.0,256.0
1216,793,11996.0,1024.0
1217,411,3276.0,256.0
1218,349,3152.0,256.0
1219,679,6992.0,512.0
1220,662,6800.0,512.0
1221,475,5532.0,512.0
1222,487,6144.0,512.0
1223,223,2792.0,256.0
1224,294,3140.0,256.0
1225,172,1660.0,128.0
1226,269,2988.0,256.0
1227,243,1952.0,128.0
1228,471,3972.0,256.0
1229,333,5112.0,512.0
1230,304,3056.0,256.0
1231,209,2236.0,256.0
1232,438,5180.0,512.0
1233,447,5580.0,512.0
1234,530,5152.0,512.0
1235,226,2392.0,256.0
1236,258,2768.0,256.0
1237,205,2228.0,128.0
1238,228,2776.0,256.0
1239,645,10512.0,1024.0
1240,447,5284.0,512.0
1241,210,1764.0,128.0
1242,416,5304.0,512.0
1243,527,6328.0,512.0
1244,177,1432.0,128.0
1245,427,5192.0,512.0
1246,547,5200.0,512.0
1247,537,5480.0,512.0
1248,393,5092.0,512.0
1249,304,2956.0,256.0
1250,651,5932.0,512.0
1251,590,7880.0,512.0
1252,285,2304.0,256.0
1253,246,2668.0,256.0
1254,458,3192.0,256.0
1255,496,6164.0,512.0
1256,290,2936.0,256.0
1257,454,6720.0,512.0
1258,284,2968.0,256.0
1259,411,6068.0,512.0
1260,313,2992.0,256.0
1261,493,3676.0,256.0
1262,423,5632.0,512.0
1263,320,4756.0,512.0
1264,243,2920.0,256.0
1265,652,6372.0,512.0
1266,486,7164.0,512.0
1267,303,3112.0,256.0
1268,314,3248.0,256.0
1269,465,5404.0,512.0
1270,240,1684.0,128.0
1271,290,3412.0,256.0
1272,379,3028.0,256.0
1273,625,6576.0,512.0
1274,248,3032.0,256.0
1275,676,10096.0,1024.0
1276,76,564.0,64.0
1277,192,2292.0,256.0
1278,517,5548.0,512.0
1279,303,3124.0,256.0
1280,450,5244.0,512.0
1281,183,1276.0,128.0
1282,454,6024.0,512.0
1283,401,4956.0,512.0
1284,565,5588.0,512.0
1285,415,3408.0,256.0
1286,144,1276.0,128.0
1287,333,3624.0,256.0
1288,563,7544.0,512.0
1289,736,6284.0,512.0
1290,734,9888.0,1024.0
1291,318,3552.0,256.0
1292,531,5276.0,512.0
1293,465,5336.0,512.0
1294,543,6268.0,512.0
1295,266,3040.0,256.0
1296,179,1436.0,128.0
1297,586,7044.0,512.0
1298,284,2976.0,256.0
1299,534,5920.0,512.0
1300,483,6648.0,512.0
1301,454,6132.0,512.0
1302,193,1408.0,128.0
1303,344,3180.0,256.0
1304,583,7568.0,512.0
1305,579,6860.0,512.0
1306,417,3356.0,256.0
1307,394,5956.0,512.0
1308,493,6888.0,512.0
1309,184,1604.0,128.0
1310,318,3972.0,256.0
1311,358,3172.0,256.0
1312,436,5376.0,512.0
1313,415,4440.0,256.0
1314,472,5396.0,512.0
1315,442,5380.0,512.0
1316,187,1284.0,128.0
1317,232,3024.0,256.0
1318,412,5948.0,512.0
1319,353,3192.0,256.0
1320,314,2392.0,256.0
1321,543,3664.0,256.0
1322,458,6212.0,512.0
1323,463,5316.0,512.0
1324,285,3096.0,256.0
1325,210,1408.0,128.0
1326,586,6816.0,512.0
1327,727,6272.0,512.0
1328,167,1564.0,128.0
1329,501,6020.0,512.0
1330,634,6676.0,512.0
1331,164,1256.0,128.0
1332,240,2976.0,256.0
1333,549,6100.0,512.0
1334,530,6596.0,512.0
1335,539,6228.0,512.0
1336,272,2292.0,256.0
1337,371,5168.0,512.0
1338,614,5928.0,512.0
1339,423,5228.0,512.0
1340,255,1664.0,128.0
1341,226,1424.0,128.0
1342,387,5144.0,512.0
1343,356,4756.0,512.0
1344,522,6376.0,512.0
1345,271,2944.0,256.0
1346,309,3608.0,256.0
1347,267,3088.0,256.0
1348,257,3040.0,256.0
1349,473,6872.0,512.0
1350,302,2956.0,256.0
1351,564,5900.0,512.0
1352,766,7004.0,512.0
1353,517,6844.0,512.0
1354,365,5496.0,512.0
1355,245,3068.0,256.0
1356,285,3112.0,256.0
1357,205,2656.0,256.0
1358,310,3512.0,256.0
1359,494,6916.0,512.0
1360,496,6468.0,512.0
1361,719,6932.0,512.0
1362,291,3104.0,256.0
1363,287,2840.0,256.0
1364,337,5028.0,512.0
1365,392,3748.0,256.0
1366,940,11892.0,1024.0
1367,539,6744.0,512.0
1368,381,3400.0,256.0
1369,509,8280.0,512.0
1370,594,6920.0,512.0
1371,217,2744.0,256.0
1372,537,6980.0,512.0
1373,354,2808.0,256.0
1374,363,3104.0,256.0
1375,352,3080.0,256.0
1376,551,6968.0,512.0
1377,285,2904.0,256.0
1378,512,6180.0,512.0
1379,633,6840.0,512.0
1380,217,2212.0,256.0
1381,579,7204.0,512.0
1382,219,2828.0,256.0
1383,567,6876.0,512.0
1384,297,4436.0,512.0
1385,310,4076.0,256.0
1386,454,6196.0,512.0
1387,499,7028.0,512.0
1388,401,5300.0,512.0
1389,587,4280.0,256.0
1390,632,7680.0,512.0
1391,375,3368.0,256.0
1392,717,8000.0,512.0
1393,455,6220.0,512.0
1394,839,11716.0,1024.0
1395,329,5032.0,512.0
1396,309,2964.0,256.0
1397,600,4708.0,256.0
1398,513,6036.0,512.0
1399,512,6808.0,512.0
1400,556,7048.0,512.0
1401,541,7048.0,512.0
1402,510,6192.0,512.0
1403,285,3096.0,256.0
1404,341,5192.0,512.0
1405,451,5196.0,512.0
1406,438,2656.0,256.0
1407,468,6672.0,512.0
1408,442,6204.0,512.0
1409,256,3376.0,256.0
1410,513,6944.0,512.0
1411,350,5232.0,512.0
1412,310,3024.0,256.0
1413,474,6564.0,512.0
1414,518,5896.0,512.0
1415,508,6920.0,512.0
1416,719,6948.0,512.0
1417,358,2992.0,256.0
1418,362,5148.0,512.0
1419,423,5588.0,512.0
1420,370,5340.0,512.0
1421,321,3308.0,256.0
1422,833,11828.0,1024.0
1423,362,3516.0,256.0
1424,444,6076.0,512.0
1425,182,2208.0,256.0
1426,387,3432.0,256.0
1427,351,5164.0,512.0
1428,284,3076.0,256.0
1429,655,6096.0,512.0
1430,409,4744.0,256.0
1431,260,3032.0,256.0
1432,300,2860.0,256.0
1433,377,4776.0,512.0
1434,252,3116.0,256.0
1435,237,3024.0,256.0
1436,467,5212.0,512.0
1437,732,11564.0,1024.0
1438,529,6888.0,512.0
1439,418,5320.0,512.0
1440,864,8244.0,512.0
1441,249,3000.0,256.0
1442,249,2136.0,128.0
1443,354,2296.0,256.0
1444,238,2920.0,256.0
1445,347,5148.0,512.0
1446,665,6324.0,512.0
1447,224,1560.0,128.0
1448,344,4388.0,512.0
1449,552,5212.0,512.0
1450,807,7000.0,512.0
1451,370,5520.0,512.0
1452,526,6996.0,512.0
1453,478,6500.0,512.0
1454,407,5136.0,512.0
1455,192,2384.0,256.0
1456,496,5436.0,512.0
1457,428,5280.0,512.0
1458,318,3284.0,256.0
1459,285,3020.0,256.0
1460,487,6900.0,512.0
1461,293,2964.0,256.0
1462,339,4536.0,512.0
1463,420,5232.0,512.0
1464,370,2972.0,256.0
1465,182,1528.0,128.0
1466,240,2880.0,256.0
1467,335,4896.0,512.0
1468,397,5296.0,512.0
1469,484,5020.0,512.0
1470,700,6096.0,512.0
1471,502,6160.0,512.0
1472,429,5152.0,512.0
1473,274,3440.0,256.0
1474,175,1608.0,128.0
1475,190,2264.0,256.0
1476,470,6200.0,512.0
1477,502,6892.0,512.0
1478,388,3048.0,256.0
1479,221,2692.0,256.0
1480,283,3120.0,256.0
1481,398,6132.0,512.0
1482,406,5800.0,512.0
1483,319,3244.0,256.0
1484,366,5260.0,512.0
1485,655,10136.0,1024.0
1486,618,6816.0,512.0
1487,141,1388.0,128.0
1488,311,2848.0,256.0
1489,434,5268.0,512.0
1490,266,2916.0,256.0
1491,388,3096.0,256.0
1492,514,6892.0,512.0
1493,387,2796.0,256.0
1494,384,4608.0,256.0
1495,928,11436.0,1024.0
1496,444,6416.0,512.0
1497,249,2972.0,256.0
1498,321,2984.0,256.0
1499,399,6052.0,512.0
1500,262,1964.0,256.0
1501,354,5452.0,512.0
1502,366,3772.0,256.0
1503,382,5336.0,512.0
1504,284,2940.0,256.0
1505,452,6172.0,512.0
1506,385,5120.0,512.0
1507,469,6220.0,512.0
1508,436,5468.0,512.0
1509,522,7020.0,512.0
1510,206,2472.0,256.0
1511,554,5548.0,512.0
1512,471,6124.0,512.0
1513,289,3024.0,256.0
1514,506,6288.0,512.0
1515,420,4016.0,256.0
1516,342,3204.0,256.0
1517,384,5164.0,512.0
1518,442,6240.0,512.0
1519,193,1624.0,128.0
1520,488,6216.0,512.0
1521,409,3004.0,256.0
1522,290,3000.0,256.0
1523,391,4108.0,256.0
1524,348,3212.0,256.0
1525,467,5312.0,512.0
1526,460,5948.0,512.0
1527,452,6696.0,512.0
1528,426,6612.0,512.0
1529,228,2392.0,256.0
1530,440,6516.0,512.0
1531,578,7612.0,512.0
1532,581,3412.0,256.0
1533,490,5064.0,512.0
1534,436,5944.0,512.0
1535,375,4736.0,512.0
1536,386,2980.0,256.0
1537,288,3072.0,256.0
1538,169,1436.0,128.0
1539,279,3036.0,256.0
1540,146,1636.0,128.0
1541,458,5184.0,512.0
1542,472,6972.0,512.0
1543,558,7016.0,512.0
1544,358,5284.0,512.0
1545,131,1372.0,128.0
1546,314,3044.0,256.0
1547,165,1600.0,128.0
1548,529,5268.0,512.0
1549,413,5140.0,512.0
1550,458,3756.0,256.0
1551,393,4884.0,512.0
1552,594,5628.0,512.0
1553,226,2980.0,256.0
1554,551,6684.0,512.0
1555,464,3844.0,256.0
1556,493,7000.0,512.0
1557,149,1624.0,128.0
1558,500,8364.0,512.0
1559,299,3140.0,256.0
1560,400,5480.0,512.0
1561,304,3184.0,256.0
1562,388,5408.0,512.0
1563,255,2984.0,256.0
1564,253,2944.0,256.0
1565,444,5560.0,512.0
1566,416,4588.0,512.0
1567,473,6992.0,512.0
1568,348,3160.0,256.0
1569,802,10028.0,1024.0
1570,728,7480.0,512.0
1571,394,5308.0,512.0
1572,316,3036.0,256.0
1573,408,4724.0,512.0
1574,742,11372.0,1024.0
1575,443,6112.0,512.0
1576,268,3176.0,256.0
1577,600,7624.0,512.0
1578,130,1352.0,128.0
1579,221,2808.0,256.0
1580,216,1692.0,128.0
1581,88,744.0,64.0
1582,612,5248.0,512.0
1583,637,6872.0,512.0
1584,460,5840.0,512.0
1585,430,5824.0,512.0
1586,512,6648.0,512.0
1587,434,5292.0,512.0
1588,460,5328.0,512.0
1589,197,2404.0,256.0
1590,451,5324.0,512.0
1591,371,3272.0,256.0
1592,310,3020.0,256.0
1593,467,6008.0,512.0
1594,164,1448.0,128.0
1595,426,3100.0,256.0
1596,318,3136.0,256.0
1597,237,1476.0,128.0
1598,734,7672.0,512.0
1599,448,6560.0,512.0
1600,409,5488.0,512.0
1601,321,2988.0,256.0
1602,558,5280.0,512.0
1603,816,11672.0,1024.0
1604,416,5196.0,512.0
1605,88,692.0,64.0
1606,791,5420.0,512.0
1607,852,10760.0,1024.0
1608,245,3064.0,256.0
1609,282,3020.0,256.0
1610,246,2992.0,256.0
1611,569,7552.0,512.0
1612,334,4248.0,256.0
1613,179,1584.0,128.0
1614,484,6852.0,512.0
1615,425,5136.0,512.0
1616,377,5652.0,512.0
1617,412,3988.0,256.0
1618,383,3944.0,256.0
1619,213,2720.0,256.0
1620,205,2264.0,256.0
1621,248,2288.0,256.0
1622,841,6504.0,512.0
1623,569,6944.0,512.0
1624,318,3012.0,256.0
1625,274,1424.0,128.0
1626,251,2712.0,256.0
1627,482,6968.0,512.0
1628,461,6916.0,512.0
1629,415,3256.0,256.0
1630,345,3148.0,256.0
1631,292,2840.0,256.0
1632,926,12868.0,1024.0
1633,305,3628.0,256.0
1634,603,7396.0,512.0
1635,655,6892.0,512.0
1636,144,1272.0,128.0
1637,243,2964.0,256.0
1638,337,3476.0,256.0
1639,358,3040.0,256.0
1640,457,4816.0,512.0
1641,454,3092.0,256.0
1642,327,3028.0,256.0
1643,337,3836.0,256.0
1644,595,6836.0,512.0
1645,442,5264.0,512.0
1646,668,6964.0,512.0
1647,507,3784.0,256.0
1648,262,3024.0,256.0
1649,461,6172.0,512.0
1650,203,2120.0,128.0
1651,545,6880.0,512.0
1652,305,3080.0,256.0
1653,612,6880.0,512.0
1654,336,3144.0,256.0
1655,285,2976.0,256.0
1656,142,1364.0,128.0
1657,445,3304.0,256.0
1658,556,6792.0,512.0
1659,170,1592.0,128.0
1660,278,3004.0,256.0
1661,653,5276.0,512.0
1662,395,5848.0,512.0
1663,505,6556.0,512.0
1664,156,1392.0,128.0
1665,637,5944.0,512.0
1666,525,6696.0,512.0
1667,545,7448.0,512.0
1668,248,2980.0,256.0
1669,466,3124.0,256.0
1670,173,1552.0,128.0
1671,326,2944.0,256.0
1672,432,3964.0,256.0
1673,306,2952.0,256.0
1674,667,10348.0,1024.0
1675,802,13328.0,1024.0
1676,347,3592.0,256.0
1677,523,6604.0,512.0
1678,230,2792.0,256.0
1679,296,3004.0,256.0
1680,233,2696.0,256.0
1681,223,2868.0,256.0
1682,324,3280.0,256.0
1683,526,6724.0,512.0
1684,435,4652.0,512.0
1685,220,2776.0,256.0
1686,125,1288.0,128.0
1687,401,5184.0,512.0
1688,406,5216.0,512.0
1689,511,5788.0,512.0
1690,686,11136.0,1024.0
1691,465,6028.0,512.0
1692,418,3420.0,256.0
1693,587,3048.0,256.0
1694,599,3928.0,256.0
1695,331,3196.0,256.0
1696,265,3068.0,256.0
1697,245,3092.0,256.0
1698,627,6412.0,512.0
1699,475,4472.0,256.0
1700,573,3084.0,256.0
1701,527,6804.0,512.0
1702,408,5200.0,512.0
1703,472,6300.0,512.0
1704,484,4020.0,256.0
1705,346,3644.0,256.0
1706,473,6920.0,512.0
1707,477,6568.0,512.0
1708,505,6896.0,512.0
1709,504,5080.0,512.0
1710,731,6200.0,512.0
1711,275,2948.0,256.0
1712,459,5604.0,512.0
1713,766,6572.0,512.0
1714,111,1088.0,128.0
1715,487,6608.0,512.0
1716,538,6884.0,512.0
1717,229,2564.0,256.0
1718,393,5280.0,512.0
1719,345,2768.0,256.0
1720,247,2668.0,256.0
1721,357,3236.0,256.0
1722,215,2356.0,256.0
1723,455,6736.0,512.0
1724,273,3096.0,256.0
1725,401,3740.0,256.0
1726,696,11872.0,1024.0
1727,626,7064.0,512.0
1728,494,3416.0,256.0
1729,250,1300.0,128.0
1730,423,5544.0,512.0
1731,492,6636.0,512.0
1732,278,3144.0,256.0
1733,387,5192.0,512.0
1734,288,2896.0,256.0
1735,418,5708.0,512.0
1736,400,5304.0,512.0
1737,635,5468.0,512.0
1738,523,5308.0,512.0
1739,252,3236.0,256.0
1740,330,4540.0,512.0
1741,658,6812.0,512.0
1742,242,2956.0,256.0
1743,356,5236.0,512.0
1744,457,5240.0,512.0
1745,633,6712.0,512.0
1746,521,6192.0,512.0
1747,540,6944.0,512.0
1748,455,3064.0,256.0
1749,357,4484.0,256.0
1750,432,6392.0,512.0
1751,535,7008.0,512.0
1752,425,6732.0,512.0
1753,554,5492.0,512.0
1754,450,3160.0,256.0
1755,170,1500.0,128.0
1756,444,5200.0,512.0
1757,610,7428.0,512.0
1758,460,2440.0,256.0
1759,439,3276.0,256.0
1760,497,5288.0,512.0
1761,456,5284.0,512.0
1762,552,6940.0,512.0
1763,293,2988.0,256.0
1764,282,3256.0,256.0
1765,715,6052.0,512.0
1766,339,3844.0,256.0
1767,335,3136.0,256.0
1768,479,6992.0,512.0
1769,1012,10004.0,1024.0
1770,520,5588.0,512.0
1771,548,5252.0,512.0
1772,596,5872.0,512.0
1773,267,3192.0,256.0
1774,549,7324.0,512.0
1775,646,10548.0,1024.0
1776,532,5636.0,512.0
1777,273,2976.0,256.0
1778,581,6540.0,512.0
1779,668,10036.0,1024.0
1780,379,5188.0,512.0
1781,231,2940.0,256.0
1782,613,7604.0,512.0
1783,392,5276.0,512.0
1784,265,3008.0,256.0
1785,642,6912.0,512.0
1786,709,10072.0,1024.0
1787,581,5456.0,512.0
1788,156,1476.0,128.0
1789,401,3060.0,256.0
1790,286,2616.0,256.0
1791,285,1584.0,128.0
1792,1045,15004.0,1024.0
1793,545,5352.0,512.0
1794,394,5184.0,512.0
1795,480,6672.0,512.0
1796,403,5356.0,512.0
1797,518,2696.0,256.0
1798,217,2276.0,256.0
1799,261,3408.0,256.0
1800,728,10824.0,1024.0
1801,562,7168.0,512.0
1802,605,6844.0,512.0
1803,392,3264.0,256.0
1804,269,3060.0,256.0
1805,456,6896.0,512.0
1806,628,6852.0,512.0
1807,319,3204.0,256.0
1808,414,2560.0,128.0
1809,541,6780.0,512.0
1810,189,1772.0,128.0
1811,409,5108.0,512.0
1812,366,3072.0,256.0
1813,571,6952.0,512.0
1814,387,5020.0,512.0
1815,184,2260.0,256.0
1816,341,2912.0,256.0
1817,677,10264.0,1024.0
1818,343,3788.0,256.0
1819,349,5176.0,512.0
1820,370,3392.0,256.0
1821,337,3080.0,256.0
1822,252,3128.0,256.0
1823,532,4876.0,512.0
1824,777,7176.0,512.0
1825,297,3112.0,256.0
1826,272,3300.0,256.0
1827,171,2148.0,256.0
1828,309,3136.0,256.0
1829,407,3940.0,256.0
1830,256,3040.0,256.0
1831,419,5224.0,512.0
1832,515,3664.0,256.0
1833,187,1712.0,128.0
1834,225,1620.0,128.0
1835,292,3668.0,256.0
1836,245,2568.0,256.0
1837,262,3240.0,256.0
1838,255,2900.0,256.0
1839,370,3552.0,256.0
1840,452,5404.0,512.0
1841,378,3248.0,256.0
1842,455,5348.0,512.0
1843,383,4688.0,256.0
1844,458,6232.0,512.0
1845,362,3020.0,256.0
1846,231,2100.0,128.0
1847,459,6880.0,512.0
1848,748,10104.0,1024.0
1849,243,2004.0,128.0
1850,487,6112.0,512.0
1851,195,2240.0,256.0
1852,427,2976.0,256.0
1853,398,5212.0,512.0
1854,351,3360.0,256.0
1855,331,3444.0,256.0
1856,501,5232.0,512.0
1857,762,11944.0,1024.0
1858,317,3172.0,256.0
1859,323,3272.0,256.0
1860,551,6260.0,512.0
1861,304,3040.0,256.0
1862,307,2996.0,256.0
1863,371,4892.0,512.0
1864,260,3052.0,256.0
1865,464,6284.0,512.0
1866,161,1988.0,256.0
1867,289,2964.0,256.0
1868,154,1352.0,128.0
1869,315,2992.0,256.0
1870,361,3668.0,256.0
1871,635,6388.0,512.0
1872,596,3300.0,256.0
1873,224,2808.0,256.0
1874,250,2924.0,256.0
1875,521,6488.0,512.0
1876,511,3960.0,256.0
1877,787,11472.0,1024.0
1878,521,6044.0,512.0
1879,371,3048.0,256.0
1880,403,3664.0,256.0
1881,595,5520.0,512.0
1882,151,684.0,64.0
1883,151,1592.0,128.0
1884,371,3080.0,256.0
1885,487,7540.0,512.0
1886,528,6888.0,512.0
1887,246,3108.0,256.0
1888,565,7112.0,512.0
1889,300,3556.0,256.0
1890,379,5212.0,512.0
1891,376,5224.0,512.0
1892,412,4960.0,512.0
1893,766,11744.0,1024.0
1894,577,6588.0,512.0
1895,555,6916.0,512.0
1896,166,1668.0,128.0
1897,617,6448.0,512.0
1898,462,3256.0,256.0
1899,269,3044.0,256.0
1900,616,7508.0,512.0
1901,593,7100.0,512.0
1902,536,5652.0,512.0
1903,479,6948.0,512.0
1904,426,5308.0,512.0
1905,542,6932.0,512.0
1906,275,3116.0,256.0
1907,488,5876.0,512.0
1908,117,1144.0,128.0
1909,478,6164.0,512.0
1910,144,1472.0,128.0
1911,573,6744.0,512.0
1912,636,7032.0,512.0
1913,756,7004.0,512.0
1914,223,2816.0,256.0
1915,858,6928.0,512.0
1916,524,6780.0,512.0
1917,336,3060.0,256.0
1918,344,4992.0,512.0
1919,499,6068.0,512.0
1920,322,4580.0,512.0
1921,588,9576.0,1024.0
1922,494,6612.0,512.0
1923,425,5284.0,512.0
1924,611,6668.0,512.0
1925,966,6988.0,512.0
1926,559,6924.0,512.0
1927,279,2908.0,256.0
1928,363,4792.0,512.0
1929,807,6784.0,512.0
1930,534,7264.0,512.0
1931,212,1352.0,128.0
1932,469,6220.0,512.0
1933,275,3256.0,256.0
1934,262,3036.0,256.0
1935,577,7044.0,512.0
1936,298,3432.0,256.0
1937,396,5264.0,512.0
1938,438,5272.0,512.0
1939,144,1424.0,128.0
1940,469,6880.0,512.0
1941,409,5300.0,512.0
1942,569,6896.0,512.0
1943,434,5372.0,512.0
1944,169,1428.0,128.0
1945,419,4652.0,256.0
1946,670,7132.0,512.0
1947,296,3884.0,256.0
1948,251,3096.0,256.0
1949,329,3752.0,256.0
1950,479,6000.0,512.0
1951,430,5328.0,512.0
1952,630,6108.0,512.0
1953,450,3272.0,256.0
1954,731,11884.0,1024.0
1955,249,3008.0,256.0
1956,371,5128.0,512.0
1957,465,5232.0,512.0
1958,199,2192.0,256.0
1959,495,6200.0,512.0
1960,290,3672.0,256.0
1961,408,4584.0,512.0
1962,287,2932.0,256.0
1963,402,4720.0,256.0
1964,364,5236.0,512.0
1965,497,6860.0,512.0
1966,610,8484.0,512.0
1967,555,3256.0,256.0
1968,507,6840.0,512.0
1969,1214,15312.0,1024.0
1970,424,6684.0,512.0
1971,253,3004.0,256.0
1972,692,6920.0,512.0
1973,474,6840.0,512.0
1974,251,2880.0,256.0
1975,525,6508.0,512.0
1976,515,6856.0,512.0
1977,478,6940.0,512.0
1978,217,2408.0,256.0
1979,575,7228.0,512.0
1980,359,4140.0,256.0
1981,686,11928.0,1024.0
1982,374,5012.0,512.0
1983,297,2992.0,256.0
1984,360,4712.0,256.0
1985,670,5976.0,512.0
1986,269,3496.0,256.0
1987,477,6848.0,512.0
1988,400,4452.0,256.0
1989,789,12080.0,1024.0
1990,610,6932.0,512.0
1991,299,3244.0,256.0
1992,308,3008.0,256.0
1993,1095,13788.0,1024.0
1994,249,2832.0,256.0
1995,302,2992.0,256.0
1996,451,6452.0,512.0
1997,167,1284.0,128.0
1998,397,6040.0,512.0
1999,393,5432.0,512.0
2000,373,3040.0,256.0
2001,293,3140.0,256.0
2002,227,2924.0,256.0
2003,399,4964.0,512.0
2004,387,5440.0,512.0
2005,489,5204.0,512.0
2006,498,6724.0,512.0
2007,367,5156.0,512.0
2008,362,3832.0,256.0
2009,262,2916.0,256.0
2010,241,2980.0,256.0
2011,311,3164.0,256.0
2012,355,5184.0,512.0
2013,381,5864.0,512.0
2014,440,6160.0,512.0
2015,285,3020.0,256.0
2016,793,10200.0,1024.0
2017,305,2372.0,256.0
2018,484,6236.0,512.0
2019,400,6212.0,512.0
2020,694,6720.0,512.0
2021,369,4336.0,256.0
2022,358,5192.0,512.0
2023,429,5760.0,512.0
2024,580,5244.0,512.0
2025,279,3248.0,256.0
2026,308,3132.0,256.0
2027,297,3080.0,256.0
2028,447,3040.0,256.0
2029,407,5348.0,512.0
2030,183,2020.0,256.0
2031,334,3104.0,256.0
2032,495,4380.0,256.0
2033,453,5444.0,512.0
2034,740,11856.0,1024.0
2035,452,6208.0,512.0
2036,666,7168.0,512.0
2037,421,5308.0,512.0
2038,255,3056.0,256.0
2039,358,3564.0,256.0
2040,243,3056.0,256.0
2041,439,5324.0,512.0
2042,473,5404.0,512.0
2043,397,4700.0,256.0
2044,318,3124.0,256.0
2045,204,2268.0,256.0
2046,513,5248.0,512.0
2047,469,6952.0,512.0
2048,134,972.0,128.0
2049,457,5192.0,512.0
2050,293,3000.0,256.0
2051,559,6924.0,512.0
2052,449,5708.0,512.0
2053,417,3436.0,256.0
2054,275,2940.0,256.0
2055,392,4272.0,256.0
2056,320,3380.0,256.0
2057,326,3376.0,256.0
2058,539,6328.0,512.0
2059,401,5312.0,512.0
2060,180,2200.0,256.0
