episode,episode_steps,episode_reward,max_tile
2061,269,3240.0,256.0
2062,334,3096.0,256.0
2063,419,3144.0,256.0
2064,412,5304.0,512.0
2065,233,2928.0,256.0
2066,600,5068.0,512.0
2067,377,5392.0,512.0
2068,718,10168.0,1024.0
2069,341,4740.0,512.0
2070,431,6400.0,512.0
2071,470,5452.0,512.0
2072,563,6960.0,512.0
2073,175,1288.0,128.0
2074,350,4888.0,512.0
2075,418,4480.0,256.0
2076,530,5556.0,512.0
2077,510,6868.0,512.0
2078,270,3368.0,256.0
2079,507,5232.0,512.0
2080,744,11908.0,1024.0
2081,539,6748.0,512.0
2082,281,2588.0,256.0
2083,172,1460.0,128.0
2084,670,10552.0,1024.0
2085,195,2204.0,256.0
2086,265,3012.0,256.0
2087,378,3764.0,256.0
2088,412,6232.0,512.0
2089,929,7232.0,512.0
2090,414,6176.0,512.0
2091,329,2992.0,256.0
2092,438,6492.0,512.0
2093,556,5276.0,512.0
2094,250,3208.0,256.0
2095,469,5464.0,512.0
2096,400,5280.0,512.0
2097,254,3084.0,256.0
2098,465,4760.0,512.0
2099,322,3360.0,256.0
2100,679,5788.0,512.0
2101,222,2372.0,256.0
2102,428,6556.0,512.0
2103,303,3224.0,256.0
2104,537,7368.0,512.0
2105,136,1388.0,128.0
2106,389,5360.0,512.0
2107,655,6868.0,512.0
2108,643,6552.0,512.0
2109,305,3088.0,256.0
2110,617,6452.0,512.0
2111,409,5216.0,512.0
2112,464,6180.0,512.0
2113,90,692.0,64.0
2114,390,3720.0,256.0
2115,464,6092.0,512.0
2116,306,4464.0,512.0
2117,601,5876.0,512.0
2118,329,3136.0,256.0
2119,458,5340.0,512.0
2120,406,5324.0,512.0
2121,293,2500.0,256.0
2122,651,6760.0,512.0
2123,234,3060.0,256.0
2124,251,1560.0,128.0
2125,551,7376.0,512.0
2126,833,10376.0,1024.0
2127,454,6888.0,512.0
2128,425,3300.0,256.0
2129,397,5472.0,512.0
2130,400,3000.0,256.0
2131,496,6652.0,512.0
2132,167,1708.0,128.0
2133,470,5328.0,512.0
2134,411,5548.0,512.0
2135,337,3116.0,256.0
2136,205,2036.0,128.0
2137,390,5256.0,512.0
2138,461,6720.0,512.0
2139,333,3708.0,256.0
2140,660,6768.0,512.0
2141,632,6624.0,512.0
2142,273,1684.0,128.0
2143,608,6936.0,512.0
2144,427,5576.0,512.0
2145,400,2116.0,128.0
2146,363,3992.0,256.0
2147,372,3676.0,256.0
2148,395,5320.0,512.0
2149,382,5232.0,512.0
2150,214,1344.0,128.0
2151,510,6184.0,512.0
2152,240,1544.0,128.0
2153,770,10968.0,1024.0
2154,228,2900.0,256.0
2155,200,2312.0,256.0
2156,539,6948.0,512.0
2157,247,2960.0,256.0
2158,512,6748.0,512.0
2159,342,4528.0,512.0
2160,912,11892.0,1024.0
2161,288,3100.0,256.0
2162,449,5188.0,512.0
2163,515,6852.0,512.0
2164,444,5616.0,512.0
2165,544,6916.0,512.0
2166,536,7128.0,512.0
2167,330,3048.0,256.0
2168,173,1336.0,128.0
2169,628,6712.0,512.0
2170,481,6432.0,512.0
2171,439,5168.0,512.0
2172,231,2920.0,256.0
2173,315,2356.0,256.0
2174,274,3264.0,256.0
2175,514,6900.0,512.0
2176,1088,14168.0,1024.0
2177,343,3448.0,256.0
2178,538,6264.0,512.0
2179,471,6856.0,512.0
2180,446,5064.0,512.0
2181,356,2944.0,256.0
2182,494,6904.0,512.0
2183,408,3096.0,256.0
2184,538,6752.0,512.0
2185,345,3248.0,256.0
2186,297,4484.0,512.0
2187,353,4932.0,512.0
2188,852,7680.0,512.0
2189,251,2020.0,128.0
2190,795,11276.0,1024.0
2191,264,2256.0,256.0
2192,420,5584.0,512.0
2193,828,10372.0,1024.0
2194,475,5308.0,512.0
2195,752,6916.0,512.0
2196,242,2964.0,256.0
2197,482,6916.0,512.0
2198,608,6932.0,512.0
2199,456,5552.0,512.0
2200,272,3100.0,256.0
2201,585,5940.0,512.0
2202,571,7092.0,512.0
2203,275,3008.0,256.0
2204,367,5340.0,512.0
2205,409,6568.0,512.0
2206,430,5856.0,512.0
2207,479,6340.0,512.0
2208,655,11052.0,1024.0
2209,391,3804.0,256.0
2210,349,3492.0,256.0
2211,990,15912.0,1024.0
2212,841,14064.0,1024.0
2213,500,7000.0,512.0
2214,318,3424.0,256.0
2215,472,6160.0,512.0
2216,276,3016.0,256.0
2217,463,4200.0,256.0
2218,685,6956.0,512.0
2219,431,5348.0,512.0
2220,322,4040.0,256.0
2221,445,5704.0,512.0
2222,550,9452.0,1024.0
2223,534,6456.0,512.0
2224,375,5288.0,512.0
2225,917,14100.0,1024.0
2226,544,6908.0,512.0
2227,590,6896.0,512.0
2228,332,3136.0,256.0
2229,396,5232.0,512.0
2230,346,3664.0,256.0
2231,485,3860.0,256.0
2232,627,6992.0,512.0
2233,699,7192.0,512.0
2234,471,3228.0,256.0
2235,417,5152.0,512.0
2236,345,4864.0,512.0
2237,541,6912.0,512.0
2238,526,6328.0,512.0
2239,705,10472.0,1024.0
2240,588,6904.0,512.0
2241,568,6920.0,512.0
2242,381,4880.0,512.0
2243,310,3080.0,256.0
2244,249,3004.0,256.0
2245,303,3296.0,256.0
2246,556,6636.0,512.0
2247,331,3276.0,256.0
2248,561,7580.0,512.0
2249,332,3588.0,256.0
2250,547,6880.0,512.0
2251,361,3668.0,256.0
2252,480,6900.0,512.0
2253,445,5772.0,512.0
2254,243,3056.0,256.0
2255,364,4980.0,512.0
2256,297,3268.0,256.0
2257,297,3912.0,256.0
2258,617,10392.0,1024.0
2259,304,2984.0,256.0
2260,288,3680.0,256.0
2261,723,11844.0,1024.0
2262,470,6256.0,512.0
2263,466,5552.0,512.0
2264,587,7684.0,512.0
2265,570,7724.0,512.0
2266,253,2640.0,256.0
2267,276,3156.0,256.0
2268,289,3408.0,256.0
2269,877,13752.0,1024.0
2270,316,3096.0,256.0
2271,347,3440.0,256.0
2272,425,5872.0,512.0
2273,169,2112.0,256.0
2274,286,2888.0,256.0
2275,401,5616.0,512.0
2276,277,2476.0,256.0
2277,491,3708.0,256.0
2278,302,2988.0,256.0
2279,513,6624.0,512.0
2280,415,5204.0,512.0
2281,416,5264.0,512.0
2282,374,5432.0,512.0
2283,547,6520.0,512.0
2284,515,7392.0,512.0
2285,663,6984.0,512.0
2286,450,6496.0,512.0
2287,342,3680.0,256.0
2288,558,8056.0,512.0
2289,345,5160.0,512.0
2290,849,11128.0,1024.0
2291,117,684.0,64.0
2292,225,2544.0,256.0
2293,325,3136.0,256.0
2294,552,6320.0,512.0
2295,437,5808.0,512.0
2296,317,1668.0,128.0
2297,687,7324.0,512.0
2298,267,3028.0,256.0
2299,464,6224.0,512.0
2300,583,6336.0,512.0
2301,701,5324.0,512.0
2302,491,6892.0,512.0
2303,540,6308.0,512.0
2304,379,3024.0,256.0
2305,269,3244.0,256.0
2306,192,2052.0,256.0
2307,347,5068.0,512.0
2308,404,5428.0,512.0
2309,273,2936.0,256.0
2310,398,6148.0,512.0
2311,463,7160.0,512.0
2312,447,3016.0,256.0
2313,174,1448.0,128.0
2314,287,3236.0,256.0
2315,511,6852.0,512.0
2316,283,3284.0,256.0
2317,357,3364.0,256.0
2318,314,3048.0,256.0
2319,387,5344.0,512.0
2320,499,6296.0,512.0
2321,579,8324.0,512.0
2322,254,2368.0,256.0
2323,464,5884.0,512.0
2324,583,3704.0,256.0
2325,429,5660.0,512.0
2326,144,1368.0,128.0
2327,521,6896.0,512.0
2328,221,2288.0,256.0
2329,429,5336.0,512.0
2330,492,6868.0,512.0
2331,710,9192.0,512.0
2332,636,9676.0,1024.0
2333,904,11888.0,1024.0
2334,259,3024.0,256.0
2335,263,3052.0,256.0
2336,380,5436.0,512.0
2337,490,3520.0,256.0
2338,391,3824.0,256.0
2339,320,3060.0,256.0
2340,492,6956.0,512.0
2341,505,6576.0,512.0
2342,326,4644.0,512.0
2343,538,6172.0,512.0
2344,512,6816.0,512.0
2345,147,1428.0,128.0
2346,325,3276.0,256.0
2347,446,6484.0,512.0
2348,646,6832.0,512.0
2349,195,2096.0,256.0
2350,775,11788.0,1024.0
2351,268,3068.0,256.0
2352,553,7028.0,512.0
2353,222,2756.0,256.0
2354,651,9584.0,1024.0
2355,278,3248.0,256.0
2356,350,3108.0,256.0
2357,223,2868.0,256.0
2358,325,3016.0,256.0
2359,319,3916.0,256.0
2360,152,1412.0,128.0
2361,631,6976.0,512.0
2362,381,5204.0,512.0
2363,573,6516.0,512.0
2364,700,7220.0,512.0
2365,349,5168.0,512.0
2366,294,3228.0,256.0
2367,296,3336.0,256.0
2368,577,6896.0,512.0
2369,473,5892.0,512.0
2370,298,3504.0,256.0
2371,402,5268.0,512.0
2372,262,3056.0,256.0
2373,313,2712.0,256.0
2374,805,11140.0,1024.0
2375,515,6588.0,512.0
2376,798,6784.0,512.0
2377,394,4600.0,512.0
2378,354,3636.0,256.0
2379,540,3696.0,256.0
2380,514,5464.0,512.0
2381,221,2212.0,256.0
2382,264,2952.0,256.0
2383,309,3752.0,256.0
2384,960,14528.0,1024.0
2385,418,6280.0,512.0
2386,346,3124.0,256.0
2387,250,2432.0,256.0
2388,188,1592.0,128.0
2389,318,2824.0,256.0
2390,377,3008.0,256.0
2391,391,3128.0,256.0
2392,348,5280.0,512.0
2393,401,4828.0,256.0
2394,745,6644.0,512.0
2395,240,3004.0,256.0
2396,386,5460.0,512.0
2397,240,3056.0,256.0
2398,1011,6708.0,512.0
2399,197,1400.0,128.0
2400,439,4768.0,512.0
2401,1109,12024.0,1024.0
2402,777,6172.0,512.0
2403,394,5248.0,512.0
2404,537,6836.0,512.0
2405,454,3672.0,256.0
2406,541,5864.0,512.0
2407,248,1700.0,128.0
2408,353,2872.0,256.0
2409,185,2324.0,256.0
2410,230,2264.0,256.0
2411,618,6212.0,512.0
2412,397,3152.0,256.0
2413,464,4800.0,512.0
2414,760,11784.0,1024.0
2415,141,1464.0,128.0
2416,259,3116.0,256.0
2417,1077,12132.0,1024.0
2418,453,5292.0,512.0
2419,321,4568.0,512.0
2420,409,3716.0,256.0
2421,317,4588.0,512.0
2422,472,5288.0,512.0
2423,567,5956.0,512.0
2424,452,6620.0,512.0
2425,515,7008.0,512.0
2426,199,1488.0,128.0
2427,298,3980.0,256.0
2428,879,7020.0,512.0
2429,330,2972.0,256.0
2430,355,4956.0,512.0
2431,503,6828.0,512.0
2432,516,6916.0,512.0
2433,632,7020.0,512.0
2434,393,5024.0,512.0
2435,502,6988.0,512.0
2436,441,6484.0,512.0
2437,249,3032.0,256.0
2438,733,7016.0,512.0
2439,426,5372.0,512.0
2440,654,6292.0,512.0
2441,920,11576.0,1024.0
2442,648,6872.0,512.0
2443,433,5480.0,512.0
2444,516,6920.0,512.0
2445,261,3032.0,256.0
2446,264,1740.0,128.0
2447,540,6884.0,512.0
2448,453,4368.0,256.0
2449,774,8356.0,512.0
2450,572,6320.0,512.0
2451,289,3160.0,256.0
2452,172,1388.0,128.0
2453,364,5196.0,512.0
2454,215,2724.0,256.0
2455,310,3380.0,256.0
2456,358,5536.0,512.0
2457,848,10440.0,1024.0
2458,284,2964.0,256.0
2459,530,7148.0,512.0
2460,512,6208.0,512.0
2461,392,6156.0,512.0
2462,469,6904.0,512.0
2463,322,2828.0,256.0
2464,114,1056.0,128.0
2465,281,3084.0,256.0
2466,492,6916.0,512.0
2467,505,6684.0,512.0
2468,291,3256.0,256.0
2469,466,5164.0,512.0
2470,531,6668.0,512.0
2471,508,7352.0,512.0
2472,483,4828.0,256.0
2473,555,6664.0,512.0
2474,446,6672.0,512.0
2475,157,1600.0,128.0
2476,478,6180.0,512.0
2477,356,4384.0,256.0
2478,283,3236.0,256.0
2479,422,4576.0,512.0
2480,428,5288.0,512.0
2481,476,7000.0,512.0
2482,543,6996.0,512.0
2483,622,6972.0,512.0
2484,294,2968.0,256.0
2485,242,2968.0,256.0
2486,1043,12496.0,1024.0
2487,268,3444.0,256.0
2488,530,7068.0,512.0
2489,319,3348.0,256.0
2490,622,6984.0,512.0
2491,466,6888.0,512.0
2492,180,1524.0,128.0
2493,607,9296.0,1024.0
2494,353,3072.0,256.0
2495,431,5516.0,512.0
2496,260,3020.0,256.0
2497,586,9656.0,1024.0
2498,253,3116.0,256.0
2499,301,2996.0,256.0
2500,565,5332.0,512.0
2501,480,6516.0,512.0
2502,726,11760.0,1024.0
2503,518,5520.0,512.0
2504,660,9800.0,1024.0
2505,443,6120.0,512.0
2506,266,3084.0,256.0
2507,441,6152.0,512.0
2508,204,2676.0,256.0
2509,546,7016.0,512.0
2510,238,2940.0,256.0
2511,618,6952.0,512.0
2512,329,4948.0,512.0
2513,330,4492.0,512.0
2514,211,1424.0,128.0
